PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2010_IOWA,IOWA,2010,491255.0,5744872.0,728361.0,2217889.0,2798622.0,5941449.0,2970150.0,1622316.0,226336.0,811476.0,27211.0,39306.0,35071.0,35263.0,37704.0,281595.0,147663.0,456469.0,89.0,180.0,178.0,173.0,182.0,1322.0,771.0,2182.0,436.0,798.0,702.0,715.0,682.0,5898.0,2782.0,9116.0,2639.0,3906.0,3157.0,2847.0,2387.0,25278.0,10472.0,38389.0,1268.0,1955.0,1855.0,1834.0,1698.0,14968.0,7024.0,23260.0,21941.0,31215.0,28285.0,28916.0,32133.0,227165.0,123839.0,372945.0,49.0,77.0,57.0,48.0,41.0,419.0,164.0,632.0,789.0,1175.0,837.0,730.0,581.0,6545.0,2611.0,9945.0,45.0,90.0,88.0,79.0,107.0,680.0,399.0,1124.0,44.0,90.0,90.0,94.0,75.0,642.0,372.0,1058.0,226.0,389.0,330.0,348.0,338.0,2949.0,1362.0,4537.0,210.0,409.0,372.0,367.0,344.0,2949.0,1420.0,4579.0,1361.0,2038.0,1625.0,1435.0,1215.0,12818.0,5364.0,19543.0,1278.0,1868.0,1532.0,1412.0,1172.0,12460.0,5108.0,18846.0,692.0,986.0,924.0,981.0,867.0,7649.0,3692.0,12033.0,576.0,969.0,931.0,853.0,831.0,7319.0,3332.0,11227.0,11639.0,16462.0,14503.0,14966.0,16580.0,116887.0,63829.0,192355.0,10302.0,14753.0,13782.0,13950.0,15553.0,110278.0,60010.0,180590.0,27.0,40.0,38.0,26.0,19.0,237.0,84.0,348.0,22.0,37.0,19.0,22.0,22.0,182.0,80.0,284.0,429.0,584.0,406.0,367.0,310.0,3328.0,1325.0,5082.0,360.0,591.0,431.0,363.0,271.0,3217.0,1286.0,4863.0,,,,
2010_KANSAS,KANSAS,2010,471406.0,5454128.0,673692.0,2860999.0,1919437.0,5979429.0,2837948.0,1529158.0,219287.0,1182167.0,17318.0,37023.0,35991.0,34220.0,33180.0,285250.0,139505.0,442073.0,196.0,359.0,420.0,483.0,450.0,3577.0,1966.0,5739.0,398.0,897.0,923.0,852.0,846.0,7321.0,3354.0,11073.0,3961.0,7058.0,6202.0,5219.0,3962.0,48125.0,18767.0,70853.0,1092.0,2683.0,2569.0,2493.0,2486.0,21006.0,10713.0,32811.0,10961.0,24268.0,24166.0,23680.0,24229.0,191848.0,99277.0,302086.0,28.0,69.0,44.0,56.0,51.0,451.0,206.0,685.0,682.0,1689.0,1667.0,1437.0,1156.0,12922.0,5222.0,18826.0,120.0,185.0,232.0,242.0,237.0,1828.0,1042.0,2990.0,76.0,174.0,188.0,241.0,213.0,1749.0,924.0,2749.0,216.0,460.0,438.0,429.0,431.0,3623.0,1708.0,5547.0,182.0,437.0,485.0,423.0,415.0,3698.0,1646.0,5526.0,2140.0,3643.0,3162.0,2617.0,1976.0,24588.0,9679.0,36407.0,1821.0,3415.0,3040.0,2602.0,1986.0,23537.0,9088.0,34446.0,624.0,1385.0,1297.0,1284.0,1252.0,10822.0,5515.0,16961.0,468.0,1298.0,1272.0,1209.0,1234.0,10184.0,5198.0,15850.0,6167.0,12540.0,12466.0,12211.0,12324.0,99078.0,50979.0,156224.0,4794.0,11728.0,11700.0,11469.0,11905.0,92770.0,48298.0,145862.0,15.0,37.0,25.0,36.0,26.0,243.0,94.0,352.0,13.0,32.0,19.0,20.0,25.0,208.0,112.0,333.0,378.0,848.0,835.0,718.0,538.0,6511.0,2546.0,9435.0,304.0,841.0,832.0,719.0,618.0,6411.0,2676.0,9391.0,,,,
2010_KENTUCKY,KENTUCKY,2010,679901.0,6881951.0,1059915.0,3662243.0,2159793.0,7092071.0,3616584.0,2117063.0,416036.0,747498.0,24260.0,51091.0,51189.0,48525.0,43723.0,404656.0,192661.0,621577.0,26.0,62.0,62.0,63.0,59.0,558.0,292.0,876.0,307.0,744.0,768.0,562.0,499.0,5730.0,2336.0,8373.0,1893.0,2877.0,2138.0,1498.0,1002.0,16237.0,5174.0,23304.0,3399.0,5123.0,5508.0,5191.0,4796.0,43051.0,21259.0,67709.0,17818.0,40721.0,41685.0,40411.0,36998.0,331029.0,161534.0,510381.0,22.0,47.0,42.0,24.0,22.0,249.0,102.0,373.0,795.0,1517.0,986.0,776.0,347.0,7802.0,1964.0,10561.0,11.0,31.0,38.0,29.0,28.0,278.0,137.0,426.0,15.0,31.0,24.0,34.0,31.0,280.0,155.0,450.0,156.0,373.0,393.0,282.0,248.0,2809.0,1193.0,4158.0,151.0,371.0,375.0,280.0,251.0,2921.0,1143.0,4215.0,1033.0,1476.0,1128.0,772.0,539.0,8469.0,2704.0,12206.0,860.0,1401.0,1010.0,726.0,463.0,7768.0,2470.0,11098.0,1792.0,2643.0,2827.0,2679.0,2409.0,22012.0,10876.0,34680.0,1607.0,2480.0,2681.0,2512.0,2387.0,21039.0,10383.0,33029.0,9765.0,21041.0,21406.0,20906.0,18668.0,170539.0,83119.0,263423.0,8053.0,19680.0,20279.0,19505.0,18330.0,160490.0,78415.0,246958.0,13.0,22.0,22.0,16.0,10.0,129.0,46.0,188.0,9.0,25.0,20.0,8.0,12.0,120.0,56.0,185.0,409.0,764.0,531.0,384.0,182.0,3872.0,960.0,5241.0,386.0,753.0,455.0,392.0,165.0,3930.0,1004.0,5320.0,,,,
2010_LOUISIANA,LOUISIANA,2010,663802.0,8091029.0,1549575.0,3348043.0,3193411.0,8125021.0,4136550.0,2543542.0,402190.0,788979.0,29657.0,54276.0,58778.0,49523.0,38438.0,428333.0,184292.0,642282.0,284.0,472.0,580.0,462.0,347.0,4094.0,1735.0,6113.0,360.0,759.0,736.0,708.0,745.0,5878.0,3143.0,9381.0,1068.0,1675.0,1424.0,1195.0,777.0,11266.0,4136.0,16470.0,14380.0,24416.0,28415.0,22525.0,15940.0,196568.0,80719.0,291667.0,12794.0,25981.0,27029.0,24262.0,20402.0,206058.0,93293.0,312145.0,24.0,52.0,31.0,24.0,9.0,222.0,84.0,330.0,747.0,921.0,563.0,347.0,218.0,4247.0,1182.0,6176.0,141.0,245.0,300.0,223.0,153.0,2113.0,840.0,3094.0,143.0,227.0,280.0,239.0,194.0,1981.0,895.0,3019.0,178.0,412.0,347.0,375.0,385.0,2978.0,1630.0,4786.0,182.0,347.0,389.0,333.0,360.0,2900.0,1513.0,4595.0,504.0,881.0,719.0,599.0,368.0,5790.0,2088.0,8382.0,564.0,794.0,705.0,596.0,409.0,5476.0,2048.0,8088.0,7064.0,12692.0,14971.0,11552.0,7239.0,101379.0,39285.0,147728.0,7316.0,11724.0,13444.0,10973.0,8701.0,95189.0,41434.0,143939.0,6553.0,13624.0,14056.0,12513.0,10084.0,107158.0,47240.0,160951.0,6241.0,12357.0,12973.0,11749.0,10318.0,98900.0,46053.0,151194.0,11.0,31.0,17.0,14.0,3.0,123.0,29.0,163.0,13.0,21.0,14.0,10.0,6.0,99.0,55.0,167.0,367.0,448.0,292.0,182.0,111.0,2167.0,564.0,3098.0,380.0,473.0,271.0,165.0,107.0,2080.0,618.0,3078.0,,,,
2010_MAINE,MAINE,2010,187634.0,2721365.0,320917.0,1083913.0,1316535.0,2680693.0,1421800.0,874381.0,106653.0,157510.0,4247.0,13819.0,13728.0,14358.0,15315.0,110863.0,60148.0,175258.0,46.0,114.0,101.0,97.0,93.0,804.0,421.0,1271.0,25.0,154.0,176.0,129.0,164.0,1179.0,632.0,1836.0,63.0,233.0,226.0,194.0,199.0,1670.0,800.0,2533.0,41.0,261.0,242.0,272.0,247.0,1994.0,1051.0,3086.0,3923.0,12612.0,12612.0,13323.0,14358.0,102154.0,56139.0,162216.0,2.0,8.0,4.0,8.0,9.0,57.0,35.0,94.0,147.0,437.0,367.0,335.0,245.0,3005.0,1070.0,4222.0,23.0,56.0,51.0,52.0,43.0,409.0,193.0,625.0,23.0,58.0,50.0,45.0,50.0,395.0,228.0,646.0,16.0,69.0,92.0,61.0,76.0,542.0,289.0,847.0,9.0,85.0,84.0,68.0,88.0,637.0,343.0,989.0,38.0,106.0,116.0,113.0,116.0,866.0,437.0,1341.0,25.0,127.0,110.0,81.0,83.0,804.0,363.0,1192.0,21.0,130.0,125.0,142.0,139.0,1042.0,550.0,1613.0,20.0,131.0,117.0,130.0,108.0,952.0,501.0,1473.0,2005.0,6597.0,6547.0,6944.0,7437.0,52857.0,29026.0,83888.0,1918.0,6015.0,6065.0,6379.0,6921.0,49297.0,27113.0,78328.0,1.0,2.0,0.0,6.0,2.0,24.0,12.0,37.0,1.0,6.0,4.0,2.0,7.0,33.0,23.0,57.0,70.0,211.0,197.0,173.0,136.0,1543.0,559.0,2172.0,77.0,226.0,170.0,162.0,109.0,1462.0,511.0,2050.0,,,,
2010_MARYLAND,MARYLAND,2010,848252.0,13327770.0,1004498.0,5544725.0,6778547.0,13205691.0,7147880.0,4047487.0,481151.0,1107922.0,29377.0,62704.0,60765.0,61971.0,60555.0,496075.0,264055.0,789507.0,374.0,216.0,188.0,186.0,206.0,1482.0,975.0,2831.0,1133.0,3782.0,3592.0,3535.0,3456.0,29132.0,14646.0,44911.0,5537.0,9066.0,7196.0,6432.0,4859.0,58442.0,25359.0,89338.0,12924.0,20692.0,21310.0,22401.0,22024.0,173407.0,98287.0,284618.0,8055.0,26192.0,25968.0,27326.0,28723.0,213642.0,118115.0,339812.0,286.0,159.0,56.0,80.0,23.0,571.0,230.0,1087.0,1068.0,2597.0,2455.0,2011.0,1264.0,19399.0,6443.0,26910.0,197.0,108.0,99.0,90.0,103.0,730.0,523.0,1450.0,177.0,108.0,89.0,96.0,103.0,752.0,452.0,1381.0,644.0,1930.0,1772.0,1790.0,1826.0,14668.0,7604.0,22916.0,489.0,1852.0,1820.0,1745.0,1630.0,14464.0,7042.0,21995.0,2931.0,4625.0,3614.0,3258.0,2441.0,29801.0,13179.0,45911.0,2606.0,4441.0,3582.0,3174.0,2418.0,28641.0,12180.0,43427.0,6807.0,10693.0,10938.0,11376.0,10537.0,89013.0,49607.0,145427.0,6117.0,9999.0,10372.0,11025.0,11487.0,84394.0,48680.0,139191.0,4457.0,13443.0,13304.0,14242.0,14501.0,110284.0,60295.0,175036.0,3598.0,12749.0,12664.0,13084.0,14222.0,103358.0,57820.0,164776.0,135.0,83.0,25.0,32.0,9.0,283.0,118.0,536.0,151.0,76.0,31.0,48.0,14.0,288.0,112.0,551.0,569.0,1327.0,1238.0,983.0,590.0,9688.0,3088.0,13345.0,499.0,1270.0,1217.0,1028.0,674.0,9711.0,3355.0,13565.0,,,,
2010_MASSACHUSETTS,MASSACHUSETTS,2010,929569.0,14919763.0,1092892.0,5742989.0,8083882.0,14857823.0,8479433.0,4512401.0,442057.0,807802.0,27747.0,67496.0,71140.0,71588.0,67716.0,570283.0,289161.0,887191.0,66.0,155.0,164.0,212.0,162.0,1414.0,746.0,2226.0,1826.0,4042.0,4125.0,3711.0,3381.0,32086.0,14775.0,48687.0,5034.0,12351.0,11047.0,10097.0,8249.0,89455.0,40507.0,134996.0,2178.0,5270.0,5688.0,5846.0,5801.0,45659.0,25559.0,73396.0,17837.0,43418.0,48028.0,50193.0,48940.0,386391.0,202039.0,606267.0,26.0,66.0,97.0,75.0,73.0,614.0,344.0,984.0,780.0,2194.0,1991.0,1454.0,1110.0,14664.0,5191.0,20635.0,31.0,71.0,83.0,114.0,74.0,729.0,371.0,1131.0,35.0,84.0,81.0,98.0,88.0,685.0,375.0,1095.0,1006.0,2071.0,2023.0,1808.0,1722.0,15870.0,7412.0,24288.0,820.0,1971.0,2102.0,1903.0,1659.0,16216.0,7363.0,24399.0,2738.0,6367.0,5637.0,5150.0,4092.0,45967.0,20710.0,69415.0,2296.0,5984.0,5410.0,4947.0,4157.0,43488.0,19797.0,65581.0,1228.0,2742.0,2906.0,2964.0,2844.0,23457.0,13107.0,37792.0,950.0,2528.0,2782.0,2882.0,2957.0,22202.0,12452.0,35604.0,10046.0,22585.0,24804.0,25682.0,24720.0,198516.0,102860.0,311422.0,7791.0,20833.0,23224.0,24511.0,24220.0,187875.0,99179.0,294845.0,12.0,34.0,54.0,44.0,35.0,307.0,177.0,496.0,14.0,32.0,43.0,31.0,38.0,307.0,167.0,488.0,448.0,1071.0,974.0,759.0,513.0,7385.0,2502.0,10335.0,332.0,1123.0,1017.0,695.0,597.0,7279.0,2689.0,10300.0,,,,
2010_MICHIGAN,MICHIGAN,2010,1510716.0,19393461.0,2383817.0,9694417.0,7315227.0,19967017.0,9457233.0,6228939.0,879325.0,1201729.0,28187.0,112835.0,115722.0,118831.0,122236.0,929231.0,508868.0,1466286.0,151.0,972.0,910.0,978.0,1009.0,7418.0,4410.0,11979.0,529.0,2975.0,3332.0,3015.0,2877.0,26032.0,11894.0,38455.0,2511.0,7976.0,7293.0,6282.0,4988.0,57879.0,24000.0,84390.0,5930.0,19419.0,21894.0,22231.0,21901.0,175725.0,98833.0,280488.0,18261.0,78341.0,79778.0,84194.0,90035.0,642001.0,362536.0,1022798.0,34.0,110.0,98.0,98.0,186.0,824.0,542.0,1400.0,771.0,3042.0,2417.0,2033.0,1240.0,19352.0,6653.0,26776.0,94.0,508.0,451.0,507.0,524.0,3794.0,2248.0,6136.0,57.0,464.0,459.0,471.0,485.0,3624.0,2162.0,5843.0,305.0,1458.0,1653.0,1529.0,1413.0,12939.0,6067.0,19311.0,224.0,1517.0,1679.0,1486.0,1464.0,13093.0,5827.0,19144.0,1415.0,4195.0,3740.0,3225.0,2565.0,29574.0,12432.0,43421.0,1096.0,3781.0,3553.0,3057.0,2423.0,28305.0,11568.0,40969.0,3120.0,10049.0,11082.0,11306.0,10639.0,89556.0,49933.0,142609.0,2810.0,9370.0,10812.0,10925.0,11262.0,86169.0,48900.0,137879.0,10835.0,41701.0,41307.0,43289.0,45853.0,330777.0,186158.0,527770.0,7426.0,36640.0,38471.0,40905.0,44182.0,311224.0,176378.0,495028.0,21.0,63.0,55.0,54.0,112.0,435.0,289.0,745.0,13.0,47.0,43.0,44.0,74.0,389.0,253.0,655.0,464.0,1618.0,1224.0,980.0,590.0,9716.0,3251.0,13431.0,307.0,1424.0,1193.0,1053.0,650.0,9636.0,3402.0,13345.0,,,,
2010_MINNESOTA,MINNESOTA,2010,799615.0,10383935.0,1245368.0,5978487.0,3160080.0,10564774.0,5676045.0,2504618.0,795088.0,949938.0,14405.0,62961.0,61627.0,61706.0,73661.0,492597.0,268074.0,775076.0,300.0,1164.0,1268.0,1266.0,1259.0,9975.0,4857.0,15132.0,529.0,3732.0,3903.0,3639.0,4432.0,30110.0,15782.0,46421.0,1431.0,5594.0,4927.0,4118.0,3921.0,37958.0,15192.0,54581.0,1351.0,5697.0,6062.0,5380.0,7072.0,46275.0,23692.0,71318.0,10290.0,44061.0,44454.0,46557.0,56195.0,358997.0,205471.0,574758.0,21.0,65.0,40.0,25.0,72.0,293.0,172.0,486.0,483.0,2648.0,973.0,721.0,710.0,8989.0,2908.0,12380.0,193.0,610.0,672.0,675.0,634.0,5143.0,2442.0,7778.0,107.0,554.0,596.0,591.0,625.0,4832.0,2415.0,7354.0,330.0,1856.0,1925.0,1813.0,2315.0,15067.0,8093.0,23490.0,199.0,1876.0,1978.0,1826.0,2117.0,15043.0,7689.0,22931.0,941.0,2913.0,2539.0,2187.0,2024.0,19427.0,7941.0,28309.0,490.0,2681.0,2388.0,1931.0,1897.0,18531.0,7251.0,26272.0,889.0,2936.0,3057.0,2718.0,3736.0,23579.0,12379.0,36847.0,462.0,2761.0,3005.0,2662.0,3336.0,22696.0,11313.0,34471.0,6670.0,22483.0,22882.0,23932.0,29152.0,184394.0,105740.0,296804.0,3620.0,21578.0,21572.0,22625.0,27043.0,174603.0,99731.0,277954.0,11.0,30.0,19.0,8.0,38.0,150.0,85.0,246.0,10.0,35.0,21.0,17.0,34.0,143.0,87.0,240.0,318.0,1340.0,498.0,353.0,342.0,4503.0,1394.0,6215.0,165.0,1308.0,475.0,368.0,368.0,4486.0,1514.0,6165.0,,,,
2010_MISSISSIPPI,MISSISSIPPI,2010,491651.0,4466377.0,945973.0,2109089.0,1411315.0,4504257.0,2337184.0,1399684.0,273024.0,421984.0,3447.0,38923.0,38295.0,36113.0,29668.0,303722.0,136277.0,443446.0,4.0,68.0,76.0,89.0,42.0,634.0,210.0,848.0,10.0,362.0,381.0,352.0,299.0,2832.0,1299.0,4141.0,117.0,1407.0,1073.0,782.0,399.0,8176.0,2476.0,10769.0,2342.0,18480.0,18832.0,17778.0,15284.0,149050.0,70182.0,221574.0,946.0,18196.0,17770.0,16925.0,13615.0,141536.0,61714.0,204196.0,5.0,18.0,4.0,3.0,1.0,61.0,15.0,81.0,23.0,392.0,159.0,184.0,28.0,1433.0,381.0,1837.0,1.0,42.0,32.0,51.0,22.0,302.0,106.0,409.0,3.0,26.0,44.0,38.0,20.0,332.0,104.0,439.0,4.0,172.0,187.0,200.0,149.0,1419.0,662.0,2085.0,6.0,190.0,194.0,152.0,150.0,1413.0,637.0,2056.0,60.0,702.0,555.0,401.0,220.0,4302.0,1291.0,5653.0,57.0,705.0,518.0,381.0,179.0,3874.0,1185.0,5116.0,1209.0,9465.0,9603.0,8918.0,7041.0,75594.0,34197.0,111000.0,1133.0,9015.0,9229.0,8860.0,8243.0,73456.0,35985.0,110574.0,475.0,9516.0,9253.0,8693.0,6722.0,73151.0,31175.0,104801.0,471.0,8680.0,8517.0,8232.0,6893.0,68385.0,30539.0,99395.0,3.0,10.0,1.0,1.0,0.0,29.0,6.0,38.0,2.0,8.0,3.0,2.0,1.0,32.0,9.0,43.0,15.0,200.0,77.0,86.0,13.0,716.0,183.0,914.0,8.0,192.0,82.0,98.0,15.0,717.0,198.0,923.0,,,,
2010_MISSOURI,MISSOURI,2010,897348.0,9587703.0,1430854.0,3471772.0,4685077.0,10139784.0,5237387.0,3043213.0,549680.0,926566.0,28495.0,69376.0,68313.0,66944.0,65990.0,545120.0,275719.0,849334.0,110.0,323.0,306.0,333.0,329.0,2493.0,1415.0,4018.0,548.0,1320.0,1310.0,1177.0,1130.0,10297.0,4819.0,15664.0,1694.0,4048.0,3337.0,2704.0,2136.0,26261.0,9688.0,37643.0,4866.0,11355.0,11590.0,11303.0,11041.0,93020.0,47700.0,145586.0,20794.0,50782.0,50782.0,50570.0,50763.0,405533.0,209038.0,635365.0,44.0,112.0,88.0,73.0,40.0,695.0,245.0,984.0,439.0,1436.0,900.0,784.0,551.0,6821.0,2814.0,10074.0,59.0,174.0,145.0,155.0,182.0,1240.0,722.0,2021.0,51.0,149.0,161.0,178.0,147.0,1253.0,693.0,1997.0,290.0,620.0,617.0,574.0,566.0,5044.0,2437.0,7771.0,258.0,700.0,693.0,603.0,564.0,5253.0,2382.0,7893.0,921.0,2038.0,1696.0,1403.0,1085.0,13504.0,5019.0,19444.0,773.0,2010.0,1641.0,1301.0,1051.0,12757.0,4669.0,18199.0,2580.0,5857.0,5923.0,5711.0,5361.0,47503.0,24033.0,74116.0,2286.0,5498.0,5667.0,5592.0,5680.0,45517.0,23667.0,71470.0,11729.0,26461.0,25909.0,25981.0,26099.0,209411.0,107658.0,328798.0,9065.0,24321.0,24873.0,24589.0,24664.0,196122.0,101380.0,306567.0,19.0,56.0,48.0,34.0,25.0,362.0,128.0,509.0,25.0,56.0,40.0,39.0,15.0,333.0,117.0,475.0,233.0,689.0,472.0,383.0,280.0,3435.0,1397.0,5065.0,206.0,747.0,428.0,401.0,271.0,3386.0,1417.0,5009.0,,,,
2010_MONTANA,MONTANA,2010,141693.0,1623971.0,256049.0,744931.0,622991.0,1642886.0,895727.0,531730.0,68814.0,110195.0,1351.0,11115.0,10751.0,10729.0,10316.0,86025.0,43202.0,130578.0,190.0,1380.0,1257.0,1145.0,865.0,10052.0,4112.0,14354.0,5.0,87.0,81.0,82.0,93.0,684.0,418.0,1107.0,46.0,489.0,417.0,376.0,299.0,3105.0,1356.0,4507.0,16.0,107.0,118.0,113.0,81.0,909.0,346.0,1271.0,1057.0,8763.0,8668.0,8833.0,8869.0,69680.0,36327.0,107064.0,1.0,25.0,36.0,24.0,21.0,224.0,117.0,342.0,36.0,264.0,174.0,156.0,88.0,1371.0,526.0,1933.0,120.0,677.0,648.0,603.0,468.0,5185.0,2122.0,7427.0,70.0,703.0,609.0,542.0,397.0,4867.0,1990.0,6927.0,2.0,38.0,36.0,35.0,41.0,301.0,179.0,482.0,3.0,49.0,45.0,47.0,52.0,383.0,239.0,625.0,29.0,241.0,210.0,188.0,162.0,1548.0,742.0,2319.0,17.0,248.0,207.0,188.0,137.0,1557.0,614.0,2188.0,9.0,58.0,67.0,56.0,35.0,487.0,181.0,677.0,7.0,49.0,51.0,57.0,46.0,422.0,165.0,594.0,735.0,4499.0,4428.0,4557.0,4542.0,36028.0,18777.0,55540.0,322.0,4264.0,4240.0,4276.0,4327.0,33652.0,17550.0,51524.0,0.0,11.0,22.0,13.0,11.0,118.0,56.0,174.0,1.0,14.0,14.0,11.0,10.0,106.0,61.0,168.0,23.0,136.0,85.0,97.0,49.0,704.0,291.0,1018.0,13.0,128.0,89.0,59.0,39.0,667.0,235.0,915.0,,,,
2010_NEBRASKA,NEBRASKA,2010,294948.0,3720560.0,465728.0,1184996.0,2069836.0,3640199.0,2089854.0,927065.0,152158.0,371348.0,12656.0,23411.0,21901.0,20875.0,22236.0,174225.0,88208.0,275089.0,238.0,322.0,345.0,303.0,285.0,2601.0,1252.0,4091.0,270.0,491.0,463.0,404.0,448.0,3507.0,1745.0,5522.0,2808.0,4153.0,3699.0,3217.0,2702.0,28993.0,11946.0,43747.0,1156.0,1658.0,1497.0,1328.0,1205.0,11436.0,5740.0,18332.0,7863.0,16013.0,15225.0,15011.0,17066.0,122248.0,65081.0,195192.0,18.0,31.0,28.0,21.0,28.0,186.0,102.0,306.0,303.0,743.0,644.0,591.0,502.0,5254.0,2342.0,7899.0,133.0,180.0,176.0,142.0,141.0,1322.0,647.0,2102.0,105.0,142.0,169.0,161.0,144.0,1279.0,605.0,1989.0,141.0,273.0,246.0,187.0,236.0,1736.0,901.0,2778.0,129.0,218.0,217.0,217.0,212.0,1771.0,844.0,2744.0,1526.0,2132.0,1887.0,1652.0,1387.0,14816.0,6211.0,22553.0,1282.0,2021.0,1812.0,1565.0,1315.0,14177.0,5735.0,21194.0,636.0,861.0,774.0,736.0,614.0,5983.0,3020.0,9639.0,520.0,797.0,723.0,592.0,591.0,5453.0,2720.0,8693.0,4547.0,8417.0,7742.0,7716.0,8803.0,62861.0,33431.0,100839.0,3316.0,7596.0,7483.0,7295.0,8263.0,59387.0,31650.0,94353.0,9.0,18.0,18.0,11.0,14.0,91.0,55.0,155.0,9.0,13.0,10.0,10.0,14.0,95.0,47.0,151.0,172.0,362.0,347.0,279.0,243.0,2625.0,1122.0,3919.0,131.0,381.0,297.0,312.0,259.0,2629.0,1220.0,3980.0,,,,
