PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2012_TEXAS,TEXAS,2012,4844744.0,49979753.0,6140296.0,19801928.0,24037529.0,50215314.0,23902458.0,13954303.0,2497013.0,5538370.0,250911.0,390636.0,378750.0,366857.0,305425.0,3048599.0,1387513.0,4687023.0,1191.0,1668.0,1463.0,1649.0,1500.0,12449.0,6494.0,20134.0,7435.0,13472.0,14350.0,12808.0,12013.0,111023.0,51883.0,170341.0,159527.0,206187.0,195655.0,182318.0,141689.0,1570550.0,670575.0,2400652.0,36311.0,47234.0,46925.0,47337.0,39562.0,381286.0,181875.0,599472.0,42128.0,113465.0,112989.0,116080.0,105302.0,914478.0,452020.0,1408626.0,296.0,589.0,490.0,467.0,400.0,3886.0,1875.0,6057.0,4023.0,8021.0,6878.0,6198.0,4959.0,54927.0,22791.0,81741.0,633.0,868.0,744.0,837.0,790.0,6419.0,3391.0,10443.0,558.0,800.0,719.0,812.0,710.0,6030.0,3103.0,9691.0,3972.0,6935.0,7286.0,6530.0,6148.0,56591.0,26714.0,87277.0,3463.0,6537.0,7064.0,6278.0,5865.0,54432.0,25169.0,83064.0,82381.0,105775.0,99977.0,93099.0,70821.0,803655.0,343117.0,1229153.0,77146.0,100412.0,95678.0,89219.0,70868.0,766895.0,327458.0,1171499.0,18595.0,24372.0,23942.0,24094.0,19578.0,195432.0,93389.0,307416.0,17716.0,22862.0,22983.0,23243.0,19984.0,185854.0,88486.0,292056.0,23064.0,59179.0,58218.0,59490.0,53762.0,471642.0,232778.0,727484.0,19064.0,54286.0,54771.0,56590.0,51540.0,442836.0,219242.0,681142.0,157.0,281.0,248.0,249.0,210.0,1987.0,961.0,3105.0,139.0,308.0,242.0,218.0,190.0,1899.0,914.0,2952.0,2113.0,4144.0,3495.0,3086.0,2421.0,27839.0,11161.0,41113.0,1910.0,3877.0,3383.0,3112.0,2538.0,27088.0,11630.0,40628.0,,,,
2012_UTAH,UTAH,2012,553873.0,4217360.0,426702.0,2158049.0,1632609.0,4330417.0,2161779.0,1052249.0,334499.0,666528.0,12329.0,50378.0,48362.0,45387.0,40774.0,381495.0,169077.0,562901.0,220.0,558.0,579.0,553.0,515.0,4313.0,2246.0,6779.0,222.0,619.0,830.0,793.0,801.0,6373.0,3367.0,9962.0,2730.0,8011.0,7848.0,7027.0,5694.0,60292.0,25015.0,88037.0,192.0,589.0,632.0,621.0,564.0,5004.0,2198.0,7394.0,8574.0,38940.0,36927.0,34898.0,32055.0,292884.0,131111.0,432569.0,204.0,724.0,767.0,700.0,611.0,5728.0,2589.0,8521.0,187.0,937.0,779.0,795.0,534.0,6901.0,2551.0,9639.0,126.0,287.0,276.0,276.0,247.0,2200.0,1151.0,3477.0,94.0,271.0,303.0,277.0,268.0,2113.0,1095.0,3302.0,119.0,297.0,433.0,416.0,441.0,3169.0,1745.0,5033.0,103.0,322.0,397.0,377.0,360.0,3204.0,1622.0,4929.0,1554.0,4167.0,3946.0,3606.0,3000.0,30887.0,13001.0,45442.0,1176.0,3844.0,3902.0,3421.0,2694.0,29405.0,12014.0,42595.0,106.0,323.0,339.0,319.0,312.0,2655.0,1167.0,3928.0,86.0,266.0,293.0,302.0,252.0,2349.0,1031.0,3466.0,5290.0,20371.0,18904.0,17969.0,16441.0,150022.0,67316.0,222628.0,3284.0,18569.0,18023.0,16929.0,15614.0,142862.0,63795.0,209941.0,109.0,403.0,392.0,362.0,343.0,2951.0,1346.0,4406.0,95.0,321.0,375.0,338.0,268.0,2777.0,1243.0,4115.0,107.0,479.0,378.0,395.0,258.0,3512.0,1324.0,4943.0,80.0,458.0,401.0,400.0,276.0,3389.0,1227.0,4696.0,,,,
2012_VERMONT,VERMONT,2012,87968.0,1754161.0,124451.0,1372320.0,257390.0,1726321.0,904254.0,518561.0,54031.0,45788.0,5705.0,6273.0,6133.0,6541.0,6756.0,50089.0,27557.0,83351.0,2.0,10.0,17.0,27.0,16.0,168.0,77.0,247.0,106.0,82.0,119.0,100.0,132.0,862.0,553.0,1521.0,77.0,114.0,86.0,97.0,96.0,789.0,393.0,1259.0,124.0,113.0,128.0,150.0,135.0,983.0,539.0,1646.0,5250.0,5795.0,5595.0,6037.0,6249.0,45911.0,25445.0,76606.0,6.0,2.0,6.0,4.0,6.0,36.0,21.0,63.0,140.0,157.0,182.0,126.0,122.0,1340.0,529.0,2009.0,2.0,8.0,8.0,13.0,7.0,86.0,41.0,129.0,0.0,2.0,9.0,14.0,9.0,82.0,36.0,118.0,54.0,38.0,60.0,48.0,56.0,422.0,245.0,721.0,52.0,44.0,59.0,52.0,76.0,440.0,308.0,800.0,38.0,52.0,51.0,45.0,47.0,409.0,195.0,642.0,39.0,62.0,35.0,52.0,49.0,380.0,198.0,617.0,67.0,55.0,73.0,76.0,59.0,511.0,260.0,838.0,57.0,58.0,55.0,74.0,76.0,472.0,279.0,808.0,2823.0,2967.0,2899.0,3150.0,3244.0,23768.0,13206.0,39797.0,2427.0,2828.0,2696.0,2887.0,3005.0,22143.0,12239.0,36809.0,4.0,2.0,3.0,1.0,1.0,17.0,10.0,31.0,2.0,0.0,3.0,3.0,5.0,19.0,11.0,32.0,70.0,83.0,98.0,65.0,67.0,699.0,257.0,1026.0,70.0,74.0,84.0,61.0,55.0,641.0,272.0,983.0,,,,
2012_VIRGINIA,VIRGINIA,2012,1257332.0,14940479.0,1365551.0,5564504.0,8010424.0,15129464.0,8123166.0,4744530.0,611769.0,1078796.0,32852.0,96935.0,94005.0,93787.0,88971.0,759657.0,375975.0,1168484.0,96.0,352.0,272.0,333.0,297.0,2348.0,1248.0,3692.0,1072.0,5619.0,6287.0,5484.0,5428.0,48445.0,22856.0,72373.0,5387.0,15123.0,11924.0,10281.0,8932.0,96527.0,40709.0,142623.0,11638.0,21943.0,21299.0,22447.0,20357.0,174945.0,88459.0,275042.0,13071.0,48622.0,49498.0,51060.0,50451.0,400251.0,207484.0,620806.0,65.0,165.0,142.0,135.0,109.0,1092.0,508.0,1665.0,1523.0,5111.0,4583.0,4047.0,3397.0,36049.0,14711.0,52283.0,56.0,181.0,129.0,174.0,150.0,1178.0,630.0,1864.0,40.0,171.0,143.0,159.0,147.0,1170.0,618.0,1828.0,657.0,2920.0,3193.0,2772.0,2829.0,24524.0,11758.0,36939.0,415.0,2699.0,3094.0,2712.0,2599.0,23921.0,11098.0,35434.0,2997.0,7853.0,6141.0,5262.0,4561.0,49371.0,21096.0,73464.0,2390.0,7270.0,5783.0,5019.0,4371.0,47156.0,19613.0,69159.0,6287.0,11213.0,10713.0,11516.0,10045.0,89514.0,45217.0,141018.0,5351.0,10730.0,10586.0,10931.0,10312.0,85431.0,43242.0,134024.0,7567.0,25472.0,25337.0,26418.0,25970.0,206651.0,107065.0,321283.0,5504.0,23150.0,24161.0,24642.0,24481.0,193600.0,100419.0,299523.0,36.0,92.0,73.0,68.0,53.0,553.0,260.0,849.0,29.0,73.0,69.0,67.0,56.0,539.0,248.0,816.0,819.0,2623.0,2301.0,2027.0,1621.0,18206.0,7059.0,26084.0,704.0,2488.0,2282.0,2020.0,1776.0,17843.0,7652.0,26199.0,,,,
2012_WASHINGTON,WASHINGTON,2012,1044856.0,11955582.0,1057045.0,7001110.0,3897427.0,12187889.0,5866729.0,3735795.0,524816.0,1552074.0,12466.0,80789.0,78244.0,79272.0,84981.0,631305.0,327134.0,970905.0,227.0,932.0,1143.0,1298.0,1231.0,9131.0,4920.0,14278.0,655.0,5069.0,5850.0,5521.0,6411.0,45177.0,24506.0,70338.0,2952.0,19567.0,16614.0,15433.0,14294.0,133787.0,57771.0,194510.0,565.0,3507.0,3524.0,3762.0,4108.0,28528.0,15781.0,44874.0,7149.0,44533.0,45287.0,47788.0,54015.0,367029.0,203774.0,577952.0,75.0,757.0,775.0,680.0,643.0,6101.0,2752.0,8928.0,843.0,6424.0,5051.0,4790.0,4279.0,41552.0,17630.0,60025.0,159.0,507.0,572.0,678.0,659.0,4718.0,2551.0,7428.0,68.0,425.0,571.0,620.0,572.0,4413.0,2369.0,6850.0,460.0,2587.0,2945.0,2776.0,3274.0,22699.0,12425.0,35584.0,195.0,2482.0,2905.0,2745.0,3137.0,22478.0,12081.0,34754.0,2030.0,10096.0,8456.0,7968.0,7344.0,68512.0,29670.0,100212.0,922.0,9471.0,8158.0,7465.0,6950.0,65275.0,28101.0,94298.0,401.0,1835.0,1762.0,1937.0,2176.0,14703.0,8323.0,23427.0,164.0,1672.0,1762.0,1825.0,1932.0,13825.0,7458.0,21447.0,4812.0,23063.0,23346.0,24703.0,27808.0,189287.0,104886.0,298985.0,2337.0,21470.0,21941.0,23085.0,26207.0,177742.0,98888.0,278967.0,46.0,371.0,401.0,355.0,341.0,3122.0,1453.0,4621.0,29.0,386.0,374.0,325.0,302.0,2979.0,1299.0,4307.0,584.0,3385.0,2563.0,2468.0,2130.0,21108.0,8896.0,30588.0,259.0,3039.0,2488.0,2322.0,2149.0,20444.0,8734.0,29437.0,,,,
2012_WEST_VIRGINIA,WEST_VIRGINIA,2012,282088.0,3970941.0,432223.0,2014017.0,1524701.0,3536971.0,1893954.0,1155259.0,220973.0,245082.0,15781.0,21785.0,20181.0,20521.0,18703.0,164805.0,80673.0,261259.0,25.0,18.0,24.0,25.0,20.0,196.0,97.0,318.0,94.0,122.0,143.0,145.0,140.0,1154.0,604.0,1852.0,239.0,312.0,261.0,237.0,178.0,2224.0,846.0,3309.0,566.0,854.0,992.0,1111.0,973.0,8038.0,4283.0,12887.0,14389.0,19799.0,18417.0,18813.0,17282.0,150296.0,74296.0,238981.0,5.0,14.0,10.0,8.0,5.0,73.0,16.0,94.0,463.0,666.0,334.0,182.0,105.0,2824.0,531.0,3818.0,14.0,8.0,11.0,13.0,14.0,110.0,54.0,178.0,11.0,10.0,13.0,12.0,6.0,86.0,43.0,140.0,51.0,51.0,71.0,72.0,72.0,580.0,276.0,907.0,43.0,71.0,72.0,73.0,68.0,574.0,328.0,945.0,123.0,153.0,126.0,128.0,91.0,1156.0,442.0,1721.0,116.0,159.0,135.0,109.0,87.0,1068.0,404.0,1588.0,292.0,442.0,516.0,583.0,511.0,4215.0,2243.0,6750.0,274.0,412.0,476.0,528.0,462.0,3823.0,2040.0,6137.0,7714.0,10300.0,9506.0,9544.0,8694.0,77417.0,37992.0,123123.0,6675.0,9499.0,8911.0,9269.0,8588.0,72879.0,36304.0,115858.0,2.0,7.0,7.0,4.0,3.0,40.0,9.0,51.0,3.0,7.0,3.0,4.0,2.0,33.0,7.0,43.0,245.0,350.0,166.0,94.0,50.0,1435.0,286.0,1966.0,218.0,316.0,168.0,88.0,55.0,1389.0,245.0,1852.0,,,,
2012_WISCONSIN,WISCONSIN,2012,863314.0,11139967.0,907311.0,4786356.0,5446300.0,10724377.0,5631108.0,3525882.0,491104.0,449246.0,55008.0,62422.0,60670.0,61857.0,67130.0,489324.0,265682.0,810014.0,559.0,814.0,801.0,781.0,882.0,6328.0,3339.0,10226.0,1973.0,2339.0,2211.0,2070.0,2442.0,17648.0,9074.0,28695.0,6911.0,7450.0,6627.0,5778.0,4768.0,52265.0,21506.0,80682.0,6332.0,6093.0,5851.0,5985.0,5822.0,47186.0,25547.0,79065.0,37457.0,43638.0,43834.0,46099.0,52305.0,354541.0,201882.0,593880.0,54.0,68.0,45.0,48.0,30.0,386.0,175.0,615.0,1722.0,2020.0,1301.0,1096.0,881.0,10970.0,4159.0,16851.0,293.0,411.0,424.0,396.0,458.0,3265.0,1724.0,5282.0,266.0,403.0,377.0,385.0,424.0,3063.0,1615.0,4944.0,1017.0,1153.0,1089.0,1019.0,1181.0,8675.0,4538.0,14230.0,956.0,1186.0,1122.0,1051.0,1261.0,8973.0,4536.0,14465.0,3645.0,3801.0,3419.0,2954.0,2451.0,26789.0,11072.0,41506.0,3266.0,3649.0,3208.0,2824.0,2317.0,25476.0,10434.0,39176.0,3298.0,3107.0,3061.0,3138.0,3114.0,24332.0,13486.0,41116.0,3034.0,2986.0,2790.0,2847.0,2708.0,22854.0,12061.0,37949.0,20120.0,22742.0,22624.0,23712.0,26992.0,182875.0,103551.0,306546.0,17337.0,20896.0,21210.0,22387.0,25313.0,171666.0,98331.0,287334.0,30.0,27.0,22.0,31.0,20.0,199.0,95.0,324.0,24.0,41.0,23.0,17.0,10.0,187.0,80.0,291.0,838.0,1018.0,626.0,567.0,431.0,5437.0,2078.0,8353.0,884.0,1002.0,675.0,529.0,450.0,5533.0,2081.0,8498.0,,,,
2012_WYOMING,WYOMING,2012,89994.0,1664983.0,144728.0,851896.0,668359.0,1670728.0,845801.0,540510.0,53299.0,213245.0,540.0,8131.0,7127.0,6874.0,6046.0,56619.0,26243.0,83402.0,79.0,288.0,261.0,203.0,107.0,1948.0,727.0,2754.0,1.0,62.0,70.0,56.0,60.0,452.0,251.0,704.0,57.0,989.0,951.0,859.0,640.0,7657.0,3050.0,10764.0,5.0,86.0,71.0,79.0,73.0,637.0,301.0,943.0,387.0,6501.0,5649.0,5566.0,5084.0,44889.0,21500.0,66776.0,0.0,16.0,12.0,12.0,13.0,105.0,57.0,162.0,11.0,189.0,113.0,99.0,69.0,931.0,357.0,1299.0,40.0,139.0,129.0,115.0,48.0,1014.0,364.0,1418.0,39.0,149.0,132.0,88.0,59.0,934.0,363.0,1336.0,0.0,39.0,38.0,30.0,31.0,211.0,119.0,330.0,1.0,23.0,32.0,26.0,29.0,241.0,132.0,374.0,31.0,515.0,488.0,442.0,305.0,3943.0,1553.0,5527.0,26.0,474.0,463.0,417.0,335.0,3714.0,1497.0,5237.0,3.0,45.0,42.0,38.0,42.0,335.0,152.0,490.0,2.0,41.0,29.0,41.0,31.0,302.0,149.0,453.0,203.0,3410.0,2926.0,2900.0,2616.0,23316.0,11046.0,34565.0,184.0,3091.0,2723.0,2666.0,2468.0,21573.0,10454.0,32211.0,0.0,6.0,9.0,8.0,4.0,55.0,29.0,84.0,0.0,10.0,3.0,4.0,9.0,50.0,28.0,78.0,7.0,108.0,60.0,46.0,32.0,480.0,176.0,663.0,4.0,81.0,53.0,53.0,37.0,451.0,181.0,636.0,,,,
2013_ALABAMA,ALABAMA,2013,744548.0,7197439.0,811739.0,3898347.0,2487353.0,7487741.0,3747993.0,2317243.0,576737.0,643522.0,9415.0,59757.0,55719.0,58799.0,48965.0,458327.0,218705.0,686447.0,49.0,321.0,461.0,541.0,482.0,3773.0,2035.0,5857.0,120.0,735.0,872.0,802.0,670.0,6384.0,2856.0,9360.0,658.0,4657.0,3379.0,2752.0,1664.0,27489.0,8536.0,36683.0,3957.0,19593.0,18095.0,20095.0,16885.0,151516.0,76012.0,231485.0,4347.0,32416.0,31988.0,33966.0,29004.0,260866.0,127673.0,392886.0,2.0,61.0,40.0,27.0,20.0,366.0,124.0,492.0,282.0,1974.0,884.0,616.0,240.0,7933.0,1469.0,9684.0,26.0,173.0,228.0,263.0,230.0,1898.0,990.0,2914.0,23.0,148.0,233.0,278.0,252.0,1875.0,1045.0,2943.0,58.0,372.0,444.0,402.0,333.0,3211.0,1425.0,4694.0,62.0,363.0,428.0,400.0,337.0,3173.0,1431.0,4666.0,343.0,2388.0,1743.0,1397.0,876.0,14086.0,4421.0,18850.0,315.0,2269.0,1636.0,1355.0,788.0,13403.0,4115.0,17833.0,2081.0,9997.0,9357.0,10111.0,8090.0,77433.0,37949.0,117463.0,1876.0,9596.0,8738.0,9984.0,8795.0,74083.0,38063.0,114022.0,2389.0,16742.0,16432.0,17417.0,14912.0,134619.0,65519.0,202527.0,1958.0,15674.0,15556.0,16549.0,14092.0,126247.0,62154.0,190359.0,1.0,30.0,27.0,13.0,10.0,184.0,65.0,250.0,1.0,31.0,13.0,14.0,10.0,182.0,59.0,242.0,153.0,1004.0,455.0,309.0,115.0,3949.0,720.0,4822.0,129.0,970.0,429.0,307.0,125.0,3984.0,749.0,4862.0,232.86133246614799,269.194280616502,218.57595339188,269.533726363214
2013_ALASKA,ALASKA,2013,131091.0,2545117.0,320938.0,1707449.0,516730.0,2665933.0,1324649.0,982442.0,87165.0,248505.0,3247.0,10632.0,9722.0,9677.0,9500.0,78835.0,38230.0,120312.0,1432.0,2516.0,2233.0,2300.0,2120.0,18573.0,8790.0,28795.0,94.0,545.0,574.0,659.0,641.0,4848.0,2619.0,7561.0,139.0,732.0,615.0,673.0,638.0,5282.0,2449.0,7870.0,61.0,321.0,328.0,354.0,342.0,2706.0,1375.0,4142.0,1228.0,5218.0,4825.0,4704.0,4918.0,38525.0,19453.0,59206.0,59.0,254.0,246.0,210.0,219.0,1955.0,915.0,2929.0,234.0,1046.0,901.0,777.0,622.0,6946.0,2629.0,9809.0,734.0,1326.0,1162.0,1195.0,1109.0,9613.0,4537.0,14884.0,698.0,1190.0,1071.0,1105.0,1011.0,8960.0,4253.0,13911.0,53.0,289.0,303.0,315.0,327.0,2477.0,1310.0,3840.0,41.0,256.0,271.0,344.0,314.0,2371.0,1309.0,3721.0,85.0,361.0,325.0,353.0,323.0,2716.0,1248.0,4049.0,54.0,371.0,290.0,320.0,315.0,2566.0,1201.0,3821.0,41.0,167.0,169.0,175.0,180.0,1383.0,709.0,2133.0,20.0,154.0,159.0,179.0,162.0,1323.0,666.0,2009.0,748.0,2706.0,2427.0,2440.0,2566.0,19980.0,10081.0,30809.0,480.0,2512.0,2398.0,2264.0,2352.0,18545.0,9372.0,28397.0,37.0,138.0,116.0,116.0,93.0,988.0,476.0,1501.0,22.0,116.0,130.0,94.0,126.0,967.0,439.0,1428.0,139.0,545.0,451.0,417.0,308.0,3522.0,1334.0,4995.0,95.0,501.0,450.0,360.0,314.0,3424.0,1295.0,4814.0,236.122004416339,281.559572836526,209.347288173954,268.803363090763
2013_ARIZONA,ARIZONA,2013,941726.0,8164324.0,1178356.0,2934165.0,4051803.0,7600581.0,3824071.0,2643742.0,368750.0,558466.0,8791.0,86258.0,84282.0,83849.0,84291.0,679992.0,327144.0,1015927.0,393.0,3941.0,4033.0,3983.0,4154.0,32070.0,16203.0,48666.0,164.0,2181.0,2476.0,2364.0,2415.0,19037.0,9117.0,28318.0,3868.0,40453.0,37343.0,36130.0,35780.0,301984.0,139290.0,445142.0,296.0,4020.0,4405.0,4553.0,4958.0,34818.0,18118.0,53232.0,3760.0,32668.0,33928.0,35056.0,35433.0,274535.0,137432.0,415727.0,29.0,268.0,242.0,209.0,251.0,1962.0,987.0,2978.0,281.0,2727.0,1855.0,1554.0,1300.0,15586.0,5997.0,21864.0,270.0,2072.0,2084.0,2019.0,2085.0,16240.0,8216.0,24726.0,123.0,1869.0,1949.0,1964.0,2069.0,15830.0,7987.0,23940.0,124.0,1113.0,1251.0,1172.0,1216.0,9536.0,4622.0,14282.0,40.0,1068.0,1225.0,1192.0,1199.0,9501.0,4495.0,14036.0,2694.0,20639.0,19325.0,18426.0,18335.0,154219.0,71222.0,228135.0,1174.0,19814.0,18018.0,17704.0,17445.0,147765.0,68068.0,217007.0,217.0,2091.0,2333.0,2364.0,2679.0,18071.0,9550.0,27838.0,79.0,1929.0,2072.0,2189.0,2279.0,16747.0,8568.0,25394.0,2625.0,16842.0,17486.0,17916.0,18210.0,141211.0,70477.0,214313.0,1135.0,15826.0,16442.0,17140.0,17223.0,133324.0,66955.0,201414.0,23.0,136.0,122.0,95.0,126.0,997.0,486.0,1506.0,6.0,132.0,120.0,114.0,125.0,965.0,501.0,1472.0,201.0,1417.0,925.0,784.0,627.0,7837.0,2961.0,10999.0,80.0,1310.0,930.0,770.0,673.0,7749.0,3036.0,10865.0,240.30491147057597,279.722267962505,213.13413148086602,257.427838227608
2013_ARKANSAS,ARKANSAS,2013,477716.0,5067546.0,572096.0,3847045.0,648405.0,5226339.0,2545564.0,1694335.0,281692.0,533975.0,14984.0,39900.0,36321.0,36660.0,31646.0,294621.0,140185.0,449790.0,53.0,216.0,243.0,260.0,199.0,1901.0,961.0,2915.0,152.0,608.0,580.0,567.0,508.0,4394.0,2178.0,6724.0,2159.0,5002.0,4309.0,3799.0,2805.0,34338.0,13474.0,49971.0,4114.0,8563.0,7250.0,7650.0,6568.0,60308.0,29738.0,94160.0,8183.0,24228.0,22911.0,23538.0,21008.0,185589.0,90999.0,284771.0,44.0,290.0,229.0,190.0,99.0,1869.0,671.0,2584.0,279.0,993.0,799.0,656.0,459.0,6222.0,2164.0,8665.0,31.0,112.0,129.0,139.0,100.0,955.0,484.0,1470.0,22.0,104.0,114.0,121.0,99.0,946.0,477.0,1445.0,76.0,315.0,258.0,266.0,261.0,2195.0,1101.0,3372.0,76.0,293.0,322.0,301.0,247.0,2199.0,1077.0,3352.0,1054.0,2559.0,2212.0,1913.0,1416.0,17544.0,6931.0,25529.0,1105.0,2443.0,2097.0,1886.0,1389.0,16794.0,6543.0,24442.0,1993.0,4453.0,3669.0,3846.0,3123.0,30604.0,14750.0,47347.0,2121.0,4110.0,3581.0,3804.0,3445.0,29704.0,14988.0,46813.0,4114.0,12547.0,11749.0,12144.0,10599.0,95807.0,46528.0,146449.0,4069.0,11681.0,11162.0,11394.0,10409.0,89782.0,44471.0,138322.0,19.0,158.0,115.0,97.0,48.0,965.0,361.0,1345.0,25.0,132.0,114.0,93.0,51.0,904.0,310.0,1239.0,125.0,497.0,403.0,350.0,237.0,3167.0,1075.0,4367.0,154.0,496.0,396.0,306.0,222.0,3055.0,1089.0,4298.0,239.89052210005002,277.91480245625803,218.523885266815,261.256092625584
2013_CALIFORNIA,CALIFORNIA,2013,6208733.0,68868516.0,7836263.0,35141208.0,25891045.0,69727119.0,34194878.0,20595508.0,3461759.0,6160059.0,75951.0,506831.0,470515.0,472381.0,498403.0,3771067.0,1952314.0,5799332.0,,2756.0,2752.0,3032.0,3625.0,22147.0,13664.0,,,50118.0,53303.0,55589.0,59118.0,418679.0,224718.0,,,283618.0,252009.0,247429.0,250858.0,2030399.0,1004427.0,,,27368.0,27647.0,30319.0,34282.0,226557.0,129833.0,,,117444.0,116568.0,120552.0,134385.0,927563.0,512034.0,,,2319.0,2455.0,2623.0,2850.0,19599.0,10858.0,,,23208.0,15781.0,12837.0,13285.0,126123.0,56780.0,,,1418.0,1413.0,1552.0,1914.0,11265.0,7082.0,,,1338.0,1339.0,1480.0,1711.0,10882.0,6582.0,,,26108.0,27306.0,28774.0,30621.0,215531.0,116621.0,,,24010.0,25997.0,26815.0,28497.0,203148.0,108097.0,,,146421.0,128590.0,126311.0,127734.0,1036764.0,513344.0,,,137197.0,123419.0,121118.0,123124.0,993635.0,491083.0,,,14041.0,14295.0,15360.0,17760.0,116119.0,66946.0,,,13327.0,13352.0,14959.0,16522.0,110438.0,62887.0,,,61758.0,60496.0,62291.0,69765.0,479998.0,264350.0,,,55686.0,56072.0,58261.0,64620.0,447565.0,247684.0,,,1156.0,1313.0,1353.0,1434.0,10051.0,5559.0,,,1163.0,1142.0,1270.0,1416.0,9548.0,5299.0,,,12124.0,8027.0,6654.0,6910.0,64560.0,28948.0,,,11084.0,7754.0,6183.0,6375.0,61563.0,27832.0,,233.65446462441292,275.901350652197,212.54596789306305,260.448287236627
